|id |titulo                                             |descricao                                          |data_inicio                  |data_fim                     |ativo|createdAt                    |updatedAt                    |id_subcategoria_produto|id_categoria_produto|precisa_cadastro_completo|id_campanha|
|235|-      Composto Lácteo                             |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-08-04 15:01:05.683 -0300|2025-08-06 09:06:04.562 -0300|280                    |30                  |true                     |           |
|229|- Água Mineral com gás                             |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-07-31 14:46:20.346 -0300|2025-10-20 17:05:20.819 -0300|378                    |29                  |true                     |           |
|237|-  Refresco em Pó                                  |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-08-04 15:22:05.223 -0300|2025-10-20 17:05:03.397 -0300|403                    |29                  |true                     |           |
|238|-  Bebida à Base de Café                           |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-08-04 15:22:05.465 -0300|2025-10-20 17:04:47.501 -0300|335                    |29                  |true                     |           |
|239|-  Alimento Vegetal                                |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-08-04 15:33:31.365 -0300|2025-10-20 17:04:32.201 -0300|393                    |31                  |true                     |           |
|242|-  Molho de Pimenta                                |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-08-04 15:49:14.136 -0300|2025-10-20 17:03:49.577 -0300|218                    |32                  |true                     |           |
|243|-   Bombom                                         |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-08-04 15:58:04.828 -0300|2025-10-20 17:04:01.908 -0300|223                    |35                  |true                     |           |
|240|-   Tempero em Pasta                               |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-08-04 15:38:27.690 -0300|2025-10-20 17:04:17.011 -0300|151                    |32                  |true                     |           |
|247|-  Goiabada                                        |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-07 17:35:24.857 -0300|2025-08-07 17:35:24.857 -0300|214                    |32                  |true                     |           |
|256|-   Picolé                                         |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-12 17:38:28.684 -0300|2025-08-12 17:38:28.684 -0300|291                    |30                  |true                     |           |
|248|-  Frutas Secas                                    |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-07 17:35:25.125 -0300|2025-08-12 17:46:53.555 -0300|367                    |32                  |true                     |           |
|257|- Milho para Pipoca                                |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-12 17:46:45.530 -0300|2025-09-16 16:12:01.644 -0300|308                    |32                  |true                     |           |
|266|-  Whey Protein                                    |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|false|2025-09-16 16:36:24.298 -0300|2026-01-29 10:44:05.460 -0300|                       |48                  |true                     |           |
|262|-  Snack de Trigo                                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-16 16:14:51.001 -0300|2026-01-30 14:53:03.051 -0300|224                    |38                  |true                     |           |
|263|-   Barra de Cereal                                |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-16 16:22:01.237 -0300|2025-09-16 16:22:01.237 -0300|289                    |38                  |true                     |           |
|264|-   Barra de Proteína                              |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-16 16:22:01.504 -0300|2025-09-16 16:22:01.504 -0300|313                    |38                  |true                     |           |
|265|-   Barra de Nuts                                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-16 16:22:01.756 -0300|2025-09-16 16:22:01.756 -0300|314                    |38                  |true                     |           |
|261|-  Salgadinho de Batata                            |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-16 16:08:22.005 -0300|2025-09-22 14:15:23.515 -0300|253                    |38                  |true                     |           |
|268|-   Fórmula Infantil                               |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 14:20:48.591 -0300|2025-09-22 14:20:48.591 -0300|338                    |30                  |true                     |           |
|269|-   Complemento Alimentar Infantil                 |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 14:20:48.845 -0300|2025-09-22 14:20:48.845 -0300|339                    |30                  |true                     |           |
|270|-  Granola                                         |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 14:28:20.267 -0300|2025-09-22 14:28:20.267 -0300|283                    |32                  |true                     |           |
|271|-  Bebida Açúcarada de Frutas                      |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 14:44:49.406 -0300|2025-09-22 14:44:49.406 -0300|233                    |29                  |true                     |           |
|272|-  Bebida Láctea Fermentada                        |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 15:38:35.794 -0300|2025-09-22 15:38:35.794 -0300|278                    |29                  |true                     |           |
|273|-   Geleias                                        |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 15:43:40.768 -0300|2025-09-22 15:43:40.768 -0300|370                    |32                  |true                     |           |
|274|-   Doce de Mocotó                                 |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 15:43:41.018 -0300|2025-09-22 15:43:41.018 -0300|371                    |32                  |true                     |           |
|275|-   Mel                                            |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 15:43:41.269 -0300|2025-09-22 15:43:41.269 -0300|307                    |32                  |true                     |           |
|267|-  Cereal Matinal                                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 14:15:16.868 -0300|2025-09-23 17:59:14.827 -0300|290                    |32                  |true                     |           |
|277|-   Patês                                          |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-23 18:07:33.249 -0300|2025-09-23 18:07:33.249 -0300|274                    |32                  |true                     |           |
|278|-   Ovo de Páscoa                                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-25 15:45:16.395 -0300|2025-09-25 15:45:16.395 -0300|140                    |35                  |true                     |           |
|280|-   Waffles                                        |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-25 16:29:24.515 -0300|2025-09-25 16:29:24.515 -0300|208                    |36                  |true                     |           |
|281|-   Coco Ralado                                    |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-25 16:33:31.213 -0300|2025-09-25 16:33:31.213 -0300|248                    |32                  |true                     |           |
|282|-    Fondue                                        |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-25 16:39:03.332 -0300|2025-09-25 16:39:03.332 -0300|186                    |30                  |true                     |           |
|276|-   Manteiga                                       |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-22 15:43:41.503 -0300|2025-09-29 18:33:25.826 -0300|188                    |32                  |true                     |           |
|284|- Sobremesa Láctea                                 |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-29 18:36:13.433 -0300|2025-09-29 18:36:13.433 -0300|164                    |30                  |true                     |           |
|285|-    Sobremesa Refrigerada                         |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-29 18:37:50.698 -0300|2025-09-29 18:37:50.698 -0300|310                    |35                  |true                     |           |
|286|-     Camarão Congelado                            |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-29 18:45:23.348 -0300|2025-09-29 18:45:23.348 -0300|384                    |36                  |true                     |           |
|287|-     Salgado Congelado                            |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-29 18:47:04.285 -0300|2025-09-29 18:47:04.285 -0300|183                    |36                  |true                     |           |
|288|-     Verdura e Legume Congelado                   |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-29 18:47:04.567 -0300|2025-09-29 18:47:04.567 -0300|383                    |36                  |true                     |           |
|283|-    Petit Suisse                                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-25 16:39:03.708 -0300|2025-10-01 15:59:09.076 -0300|169                    |30                  |true                     |           |
|290|-     Sopas e Cremes                               |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-01 17:19:50.502 -0300|2025-10-01 17:19:50.502 -0300|150                    |32                  |true                     |           |
|291|-      Sanduíche                                   |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-01 17:26:28.326 -0300|2025-10-01 17:26:28.326 -0300|385                    |36                  |true                     |           |
|292|-      Hambúrguer                                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-01 17:26:28.586 -0300|2025-10-01 17:26:28.586 -0300|306                    |36                  |true                     |           |
|293|-      Tender                                      |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-01 17:26:28.844 -0300|2025-10-01 17:26:28.844 -0300|387                    |36                  |true                     |           |
|294|-     Mistura para Purê de Batata                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-02 16:19:57.586 -0300|2025-10-02 16:19:57.586 -0300|299                    |32                  |true                     |           |
|295|-     Farofa Pronta                                |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-02 16:35:06.382 -0300|2025-10-02 16:35:06.382 -0300|347                    |32                  |true                     |           |
|296|-     Amendoim                                     |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-02 16:40:52.082 -0300|2025-10-02 16:40:52.082 -0300|242                    |32                  |true                     |           |
|297|-      Amido de Milho                              |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-03 15:20:54.839 -0300|2025-10-03 15:20:54.839 -0300|238                    |32                  |true                     |           |
|298|-      Adoçante                                    |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-03 15:20:55.114 -0300|2025-10-03 15:20:55.114 -0300|324                    |32                  |true                     |           |
|299|-      Especiaria                                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-03 15:20:55.368 -0300|2025-10-03 15:20:55.368 -0300|321                    |32                  |true                     |           |
|300|-      Conhaque                                    |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-03 15:35:16.051 -0300|2025-10-03 15:35:16.051 -0300|155                    |34                  |true                     |           |
|301|-      Espumante                                   |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-03 15:35:16.343 -0300|2025-10-03 15:35:16.343 -0300|154                    |34                  |true                     |           |
|304|-  Cogumelo em Conserva                            |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-16 17:26:16.836 -0300|2025-10-16 17:26:16.836 -0300|213                    |32                  |true                     |           |
|305|-  Feijão em Conserva                              |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-16 17:26:17.098 -0300|2025-10-16 17:26:17.098 -0300|296                    |32                  |true                     |           |
|303|- Chopp                                            |                                                   |2025-06-26 17:05:08.000 -0300|2031-07-05 17:05:08.000 -0300|true |2025-10-16 17:19:15.055 -0300|2025-10-16 17:49:09.814 -0300|178                    |34                  |true                     |           |
|307|-   Confeito de Chocolate                          |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-10-16 17:54:21.303 -0300|2025-10-16 17:54:21.303 -0300|243                    |35                  |true                     |           |
|279|-   Confeito                                       |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-25 15:52:08.435 -0300|2025-10-16 17:54:31.053 -0300|247                    |33                  |true                     |           |
|289|-     Empanado                                     |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-29 18:47:04.867 -0300|2025-10-16 17:55:46.109 -0300|185                    |36                  |true                     |           |
|308|- Peru Inteiro                                     |                                                   |2025-07-01 18:23:20.000 -0300|2031-08-02 18:23:20.000 -0300|true |2025-10-16 18:04:49.719 -0300|2025-10-16 18:04:49.719 -0300|359                    |36                  |true                     |           |
|311|- Bebida Mista e/ou Gaseificada                    |                                                   |2025-06-26 17:05:08.000 -0300|2031-07-05 17:05:08.000 -0300|true |2025-10-20 16:59:36.249 -0300|2025-10-20 16:59:36.249 -0300|226                    |34                  |true                     |           |
|306|- Cerveja sem Álcool                               |                                                   |2025-06-26 17:05:08.000 -0300|2031-07-05 17:05:08.000 -0300|true |2025-10-16 17:48:44.334 -0300|2025-10-20 16:59:42.897 -0300|275                    |29                  |true                     |           |
|309|-    Tempero em Tablete                            |-                                                  |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-10-16 19:14:25.666 -0300|2025-10-20 17:03:16.482 -0300|146                    |32                  |true                     |           |
|310|-    Tempero em Pó                                 |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-10-16 19:14:25.900 -0300|2025-10-20 17:03:33.032 -0300|147                    |32                  |true                     |           |
|313|-  Whey Protein Whey Protein                       |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2026-01-29 10:44:09.668 -0300|2026-01-29 10:44:09.668 -0300|429                    |48                  |true                     |           |
|312|-  Whey Protein undefined                          |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|false|2026-01-29 10:44:09.397 -0300|2026-01-29 10:44:27.326 -0300|                       |48                  |true                     |           |
|314|-  Proteína Vegetal                                |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2026-01-29 11:39:58.641 -0300|2026-01-29 11:39:58.641 -0300|430                    |48                  |true                     |           |
|315|-  Salgadinhos sem Glúten                          |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2026-01-30 14:52:49.970 -0300|2026-01-30 14:52:49.970 -0300|432                    |38                  |true                     |           |
