|id |id_usuario|pontos|tipo_origem          |origem_id|data_expiracao               |observacoes                                                                                                                                                     |createdAt                    |updatedAt                    |status  |
|110|27.558    |55    |pesquisa_produto     |307      |2026-12-17 18:09:35.151 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-17 18:09:35.152 -0300|2025-12-17 18:09:35.152 -0300|ativo   |
|111|27.558    |50    |bonus                |         |2026-12-17 18:10:01.014 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2025-12-17 18:10:01.014 -0300|2025-12-17 18:10:01.014 -0300|ativo   |
|112|27.565    |100   |bonus                |         |2026-12-20 10:25:05.436 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-20 10:25:05.437 -0300|2025-12-20 10:25:05.437 -0300|ativo   |
|113|27.567    |100   |bonus                |         |2026-12-22 15:43:29.135 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-22 15:43:29.135 -0300|2025-12-22 15:43:29.135 -0300|ativo   |
|114|27.568    |100   |bonus                |         |2026-12-24 15:11:36.134 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-24 15:11:36.135 -0300|2025-12-24 15:11:36.135 -0300|ativo   |
|115|27.568    |50    |pesquisa_subcategoria|104      |2026-12-24 15:17:05.961 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-24 15:17:05.961 -0300|2025-12-24 15:17:05.961 -0300|ativo   |
|116|27.568    |55    |pesquisa_produto     |214      |2026-12-24 15:17:06.379 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-24 15:17:06.379 -0300|2025-12-24 15:17:06.379 -0300|ativo   |
|117|27.568    |50    |bonus                |         |2026-12-24 15:17:43.312 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2025-12-24 15:17:43.312 -0300|2025-12-24 15:17:43.312 -0300|ativo   |
|118|27.568    |50    |pesquisa_subcategoria|311      |2026-12-24 15:21:07.222 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-24 15:21:07.223 -0300|2025-12-24 15:21:07.223 -0300|ativo   |
|119|27.568    |55    |pesquisa_produto     |70       |2026-12-24 15:21:07.429 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-24 15:21:07.429 -0300|2025-12-24 15:21:07.429 -0300|ativo   |
|120|27.568    |50    |bonus                |         |2026-12-24 15:21:33.919 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2025-12-24 15:21:33.919 -0300|2025-12-24 15:21:33.919 -0300|ativo   |
|121|14.386    |100   |bonus                |         |2026-12-26 14:24:13.882 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-26 14:24:13.883 -0300|2025-12-26 14:24:13.883 -0300|ativo   |
|122|14.386    |50    |pesquisa_subcategoria|104      |2026-12-26 14:32:40.816 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-26 14:32:40.816 -0300|2025-12-26 14:32:40.816 -0300|ativo   |
|123|14.386    |55    |pesquisa_produto     |214      |2026-12-26 14:32:41.130 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-26 14:32:41.131 -0300|2025-12-26 14:32:41.131 -0300|ativo   |
|124|14.386    |50    |pesquisa_subcategoria|311      |2026-12-26 14:38:32.862 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-26 14:38:32.863 -0300|2025-12-26 14:38:32.863 -0300|ativo   |
|125|14.386    |55    |pesquisa_produto     |70       |2026-12-26 14:38:33.267 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-26 14:38:33.267 -0300|2025-12-26 14:38:33.267 -0300|ativo   |
|126|14.386    |50    |pesquisa_subcategoria|29       |2026-12-26 14:43:57.268 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-26 14:43:57.269 -0300|2025-12-26 14:43:57.269 -0300|ativo   |
|127|14.386    |55    |pesquisa_produto     |42       |2026-12-26 14:43:57.579 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-26 14:43:57.579 -0300|2025-12-26 14:43:57.579 -0300|ativo   |
|128|14.386    |50    |pesquisa_subcategoria|30       |2026-12-26 14:50:31.819 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-26 14:50:31.820 -0300|2025-12-26 14:50:31.820 -0300|ativo   |
|129|14.386    |55    |pesquisa_produto     |187      |2026-12-26 14:50:32.142 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-26 14:50:32.142 -0300|2025-12-26 14:50:32.142 -0300|ativo   |
|130|14.386    |50    |pesquisa_subcategoria|196      |2026-12-26 14:55:17.111 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-26 14:55:17.111 -0300|2025-12-26 14:55:17.111 -0300|ativo   |
|131|14.386    |55    |pesquisa_produto     |114      |2026-12-26 14:55:17.419 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-26 14:55:17.419 -0300|2025-12-26 14:55:17.419 -0300|ativo   |
|132|27.570    |100   |bonus                |         |2026-12-26 19:18:52.646 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-26 19:18:52.646 -0300|2025-12-26 19:18:52.646 -0300|ativo   |
|133|27.570    |50    |pesquisa_subcategoria|266      |2026-12-26 19:22:57.833 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-26 19:22:57.834 -0300|2025-12-26 19:22:57.834 -0300|ativo   |
|134|27.570    |55    |pesquisa_produto     |316      |2026-12-26 19:22:58.047 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-26 19:22:58.048 -0300|2025-12-26 19:22:58.048 -0300|ativo   |
|135|27.570    |50    |bonus                |         |2026-12-26 19:23:15.538 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2025-12-26 19:23:15.539 -0300|2025-12-26 19:23:15.539 -0300|ativo   |
|136|22.588    |100   |bonus                |         |2026-12-26 20:45:14.185 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-26 20:45:14.186 -0300|2025-12-26 20:45:14.186 -0300|ativo   |
|137|27.572    |100   |bonus                |         |2026-12-28 21:15:22.416 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-28 21:15:22.416 -0300|2025-12-28 21:15:22.416 -0300|ativo   |
|138|27.572    |50    |pesquisa_subcategoria|104      |2026-12-28 21:25:52.242 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-28 21:25:52.242 -0300|2025-12-28 21:25:52.242 -0300|ativo   |
|139|27.572    |55    |pesquisa_produto     |214      |2026-12-28 21:25:52.442 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-28 21:25:52.443 -0300|2025-12-28 21:25:52.443 -0300|ativo   |
|140|27.572    |50    |bonus                |         |2026-12-28 21:26:05.696 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2025-12-28 21:26:05.696 -0300|2025-12-28 21:26:05.696 -0300|ativo   |
