|id |id_usuario|pontos|tipo_origem          |origem_id|data_expiracao               |observacoes                                                                                                                                                     |createdAt                    |updatedAt                    |status  |
|742  |27.689    |50    |pesquisa_subcategoria|311      |2027-01-25 23:00:31.318 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-25 23:00:31.319 -0300|2026-01-25 23:00:31.319 -0300|ativo    |
|743  |27.689    |55    |pesquisa_produto     |70       |2027-01-25 23:00:31.532 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-25 23:00:31.533 -0300|2026-01-25 23:00:31.533 -0300|ativo    |
|744  |27.689    |50    |bonus                |         |2027-01-25 23:00:35.135 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-25 23:00:35.135 -0300|2026-01-25 23:00:35.135 -0300|ativo    |
|745  |27.689    |50    |pesquisa_subcategoria|29       |2027-01-25 23:03:00.394 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-25 23:03:00.395 -0300|2026-01-25 23:03:00.395 -0300|ativo    |
|746  |27.689    |55    |pesquisa_produto     |42       |2027-01-25 23:03:00.631 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-25 23:03:00.631 -0300|2026-01-25 23:03:00.631 -0300|ativo    |
|747  |27.689    |50    |bonus                |         |2027-01-25 23:03:06.390 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-25 23:03:06.390 -0300|2026-01-25 23:03:06.390 -0300|ativo    |
|748  |27.690    |100   |bonus                |         |2027-01-25 23:07:05.661 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-25 23:07:05.662 -0300|2026-01-25 23:07:05.662 -0300|ativo    |
|749  |27.691    |100   |bonus                |         |2027-01-25 23:09:13.836 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-25 23:09:13.836 -0300|2026-01-25 23:09:13.836 -0300|ativo    |
|750  |27.692    |100   |bonus                |         |2027-01-25 23:10:53.597 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-25 23:10:53.597 -0300|2026-01-25 23:10:53.597 -0300|ativo    |
|751  |27.691    |50    |pesquisa_subcategoria|14       |2027-01-25 23:13:56.745 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-25 23:13:56.746 -0300|2026-01-25 23:13:56.746 -0300|ativo    |
|752  |27.691    |55    |pesquisa_produto     |291      |2027-01-25 23:13:56.984 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-25 23:13:56.984 -0300|2026-01-25 23:13:56.984 -0300|ativo    |
|753  |27.691    |50    |pesquisa_subcategoria|104      |2027-01-25 23:17:54.456 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-25 23:17:54.456 -0300|2026-01-25 23:17:54.456 -0300|ativo    |
|754  |27.691    |55    |pesquisa_produto     |214      |2027-01-25 23:17:54.690 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-25 23:17:54.690 -0300|2026-01-25 23:17:54.690 -0300|ativo    |
|755  |27.684    |100   |bonus                |         |2027-01-25 23:19:52.924 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-25 23:19:52.924 -0300|2026-01-25 23:19:52.924 -0300|ativo    |
|756  |27.684    |50    |pesquisa_subcategoria|104      |2027-01-25 23:25:36.144 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-25 23:25:36.144 -0300|2026-01-25 23:25:36.144 -0300|ativo    |
|757  |27.684    |55    |pesquisa_produto     |214      |2027-01-25 23:25:36.446 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-25 23:25:36.446 -0300|2026-01-25 23:25:36.446 -0300|ativo    |
|758  |27.684    |50    |bonus                |         |2027-01-25 23:25:54.688 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-25 23:25:54.688 -0300|2026-01-25 23:25:54.688 -0300|ativo    |
|759  |27.695    |100   |bonus                |         |2027-01-25 23:51:15.639 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-25 23:51:15.640 -0300|2026-01-25 23:51:15.640 -0300|ativo    |
|760  |27.693    |100   |bonus                |         |2027-01-25 23:52:49.494 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-25 23:52:49.495 -0300|2026-01-25 23:52:49.495 -0300|ativo    |
|761  |27.695    |50    |pesquisa_subcategoria|260      |2027-01-25 23:54:54.756 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-25 23:54:54.756 -0300|2026-01-25 23:54:54.756 -0300|ativo    |
|762  |27.695    |55    |pesquisa_produto     |170      |2027-01-25 23:54:54.966 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-25 23:54:54.966 -0300|2026-01-25 23:54:54.966 -0300|ativo    |
|763  |27.695    |50    |bonus                |         |2027-01-25 23:55:02.678 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-25 23:55:02.678 -0300|2026-01-25 23:55:02.678 -0300|ativo    |
|764  |27.696    |100   |bonus                |         |2027-01-26 00:06:59.840 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 00:06:59.840 -0300|2026-01-26 00:06:59.840 -0300|ativo    |
|765  |27.698    |100   |bonus                |         |2027-01-26 05:41:59.223 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 05:41:59.223 -0300|2026-01-26 05:41:59.223 -0300|ativo    |
|766  |27.699    |100   |bonus                |         |2027-01-26 07:19:59.392 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 07:19:59.392 -0300|2026-01-26 07:19:59.392 -0300|ativo    |
|767  |27.699    |50    |pesquisa_subcategoria|311      |2027-01-26 07:22:56.631 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 07:22:56.631 -0300|2026-01-26 07:22:56.631 -0300|ativo    |
|768  |27.699    |55    |pesquisa_produto     |70       |2027-01-26 07:22:56.857 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 07:22:56.857 -0300|2026-01-26 07:22:56.857 -0300|ativo    |
|769  |27.700    |100   |bonus                |         |2027-01-26 07:44:33.372 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 07:44:33.373 -0300|2026-01-26 07:44:33.373 -0300|ativo    |
|770  |27.701    |100   |bonus                |         |2027-01-26 07:46:01.074 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 07:46:01.074 -0300|2026-01-26 07:46:01.074 -0300|ativo    |
|771  |27.700    |50    |pesquisa_subcategoria|199      |2027-01-26 07:50:43.117 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 07:50:43.118 -0300|2026-01-26 07:50:43.118 -0300|ativo    |
|772  |27.700    |55    |pesquisa_produto     |148      |2027-01-26 07:50:43.365 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 07:50:43.366 -0300|2026-01-26 07:50:43.366 -0300|ativo    |
|773  |27.702    |100   |bonus                |         |2027-01-26 07:51:41.162 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 07:51:41.162 -0300|2026-01-26 07:51:41.162 -0300|ativo    |
|774  |27.702    |50    |pesquisa_subcategoria|195      |2027-01-26 07:56:56.683 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 07:56:56.683 -0300|2026-01-26 07:56:56.683 -0300|ativo    |
|775  |27.702    |55    |pesquisa_produto     |208      |2027-01-26 07:56:56.878 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 07:56:56.878 -0300|2026-01-26 07:56:56.878 -0300|ativo    |
|776  |27.702    |50    |bonus                |         |2027-01-26 07:57:06.738 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 07:57:06.738 -0300|2026-01-26 07:57:06.738 -0300|ativo    |
|777  |27.703    |100   |bonus                |         |2027-01-26 09:09:22.968 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 09:09:22.968 -0300|2026-01-26 09:09:22.968 -0300|ativo    |
|778  |27.705    |100   |bonus                |         |2027-01-26 09:19:37.351 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 09:19:37.352 -0300|2026-01-26 09:19:37.352 -0300|ativo    |
|779  |27.703    |50    |pesquisa_subcategoria|311      |2027-01-26 09:24:45.768 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 09:24:45.769 -0300|2026-01-26 09:24:45.769 -0300|ativo    |
|780  |27.703    |55    |pesquisa_produto     |70       |2027-01-26 09:24:46.078 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 09:24:46.078 -0300|2026-01-26 09:24:46.078 -0300|ativo    |
|781  |27.703    |50    |bonus                |         |2027-01-26 09:24:58.116 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 09:24:58.116 -0300|2026-01-26 09:24:58.116 -0300|ativo    |
|782  |27.703    |55    |pesquisa_produto     |70       |2027-01-26 09:27:30.143 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 09:27:30.144 -0300|2026-01-26 09:27:30.144 -0300|ativo    |
|783  |27.706    |100   |bonus                |         |2027-01-26 09:43:36.058 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 09:43:36.058 -0300|2026-01-26 09:43:36.058 -0300|ativo    |
|784  |27.706    |50    |pesquisa_subcategoria|234      |2027-01-26 09:51:35.248 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 09:51:35.249 -0300|2026-01-26 09:51:35.249 -0300|ativo    |
|785  |27.706    |55    |pesquisa_produto     |117      |2027-01-26 09:51:35.464 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 09:51:35.464 -0300|2026-01-26 09:51:35.464 -0300|ativo    |
|786  |27.706    |50    |pesquisa_subcategoria|251      |2027-01-26 09:57:59.707 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 09:57:59.707 -0300|2026-01-26 09:57:59.707 -0300|ativo    |
|787  |27.706    |55    |pesquisa_produto     |171      |2027-01-26 09:57:59.924 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 09:57:59.924 -0300|2026-01-26 09:57:59.924 -0300|ativo    |
|788  |27.706    |50    |pesquisa_subcategoria|104      |2027-01-26 10:02:06.711 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 10:02:06.712 -0300|2026-01-26 10:02:06.712 -0300|ativo    |
|789  |27.706    |55    |pesquisa_produto     |214      |2027-01-26 10:02:06.938 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 10:02:06.938 -0300|2026-01-26 10:02:06.938 -0300|ativo    |
|790  |27.708    |100   |bonus                |         |2027-01-26 10:14:58.119 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 10:14:58.119 -0300|2026-01-26 10:14:58.119 -0300|ativo    |
|791  |27.709    |100   |bonus                |         |2027-01-26 11:19:57.294 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 11:19:57.294 -0300|2026-01-26 11:19:57.294 -0300|ativo    |
|792  |27.591    |50    |pesquisa_subcategoria|311      |2027-01-26 11:29:25.737 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 11:29:25.738 -0300|2026-01-26 11:29:25.738 -0300|ativo    |
|793  |27.591    |55    |pesquisa_produto     |70       |2027-01-26 11:29:25.922 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 11:29:25.922 -0300|2026-01-26 11:29:25.922 -0300|ativo    |
|794  |27.591    |50    |pesquisa_subcategoria|30       |2027-01-26 11:42:07.783 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 11:42:07.783 -0300|2026-01-26 11:42:07.783 -0300|ativo    |
|795  |27.591    |55    |pesquisa_produto     |187      |2027-01-26 11:42:08.007 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 11:42:08.007 -0300|2026-01-26 11:42:08.007 -0300|ativo    |
|796  |27.591    |50    |pesquisa_subcategoria|196      |2027-01-26 11:54:59.172 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 11:54:59.172 -0300|2026-01-26 11:54:59.172 -0300|ativo    |
|797  |27.591    |55    |pesquisa_produto     |114      |2027-01-26 11:54:59.400 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 11:54:59.400 -0300|2026-01-26 11:54:59.400 -0300|ativo    |
|798  |27.714    |100   |bonus                |         |2027-01-26 13:11:07.081 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 13:11:07.082 -0300|2026-01-26 13:11:07.082 -0300|ativo    |
|799  |27.714    |50    |pesquisa_subcategoria|311      |2027-01-26 13:16:27.036 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 13:16:27.036 -0300|2026-01-26 13:16:27.036 -0300|ativo    |
|800  |27.714    |55    |pesquisa_produto     |70       |2027-01-26 13:16:27.266 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 13:16:27.266 -0300|2026-01-26 13:16:27.266 -0300|ativo    |
|801  |27.715    |100   |bonus                |         |2027-01-26 13:18:40.137 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 13:18:40.137 -0300|2026-01-26 13:18:40.137 -0300|ativo    |
|802  |27.717    |100   |bonus                |         |2027-01-26 13:32:11.258 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 13:32:11.258 -0300|2026-01-26 13:32:11.258 -0300|ativo    |
|803  |27.717    |50    |pesquisa_subcategoria|155      |2027-01-26 13:40:54.795 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 13:40:54.795 -0300|2026-01-26 13:40:54.795 -0300|ativo    |
|804  |27.717    |55    |pesquisa_produto     |86       |2027-01-26 13:40:55.057 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 13:40:55.057 -0300|2026-01-26 13:40:55.057 -0300|ativo    |
|805  |27.720    |100   |bonus                |         |2027-01-26 13:41:20.043 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 13:41:20.043 -0300|2026-01-26 13:41:20.043 -0300|ativo    |
|806  |27.718    |100   |bonus                |         |2027-01-26 13:42:16.867 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 13:42:16.868 -0300|2026-01-26 13:42:16.868 -0300|ativo    |
|807  |27.719    |100   |bonus                |         |2027-01-26 13:44:21.691 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 13:44:21.692 -0300|2026-01-26 13:44:21.692 -0300|ativo    |
|808  |27.718    |50    |pesquisa_subcategoria|104      |2027-01-26 13:48:27.509 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 13:48:27.509 -0300|2026-01-26 13:48:27.509 -0300|ativo    |
|809  |27.718    |55    |pesquisa_produto     |214      |2027-01-26 13:48:27.752 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 13:48:27.752 -0300|2026-01-26 13:48:27.752 -0300|ativo    |
|810  |27.718    |50    |bonus                |         |2027-01-26 13:48:55.398 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 13:48:55.398 -0300|2026-01-26 13:48:55.398 -0300|ativo    |
|811  |27.720    |50    |pesquisa_subcategoria|19       |2027-01-26 13:49:49.349 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 13:49:49.349 -0300|2026-01-26 13:49:49.349 -0300|ativo    |
|812  |27.720    |55    |pesquisa_produto     |292      |2027-01-26 13:49:49.636 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 13:49:49.636 -0300|2026-01-26 13:49:49.636 -0300|ativo    |
|813  |27.721    |100   |bonus                |         |2027-01-26 14:00:00.238 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 14:00:00.239 -0300|2026-01-26 14:00:00.239 -0300|ativo    |
|814  |27.719    |50    |pesquisa_subcategoria|194      |2027-01-26 14:02:42.516 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 14:02:42.516 -0300|2026-01-26 14:02:42.516 -0300|ativo    |
|815  |27.719    |55    |pesquisa_produto     |209      |2027-01-26 14:02:42.727 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 14:02:42.727 -0300|2026-01-26 14:02:42.727 -0300|ativo    |
|816  |27.719    |50    |bonus                |         |2027-01-26 14:03:05.557 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 14:03:05.558 -0300|2026-01-26 14:03:05.558 -0300|ativo    |
|817  |27.723    |100   |bonus                |         |2027-01-26 14:06:24.561 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 14:06:24.561 -0300|2026-01-26 14:06:24.561 -0300|ativo    |
|818  |27.724    |100   |bonus                |         |2027-01-26 14:10:55.285 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 14:10:55.285 -0300|2026-01-26 14:10:55.285 -0300|ativo    |
|819  |27.723    |50    |pesquisa_subcategoria|266      |2027-01-26 14:12:46.887 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 14:12:46.887 -0300|2026-01-26 14:12:46.887 -0300|ativo    |
|820  |27.723    |55    |pesquisa_produto     |316      |2027-01-26 14:12:47.147 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 14:12:47.147 -0300|2026-01-26 14:12:47.147 -0300|ativo    |
|821  |27.727    |100   |bonus                |         |2027-01-26 15:05:23.172 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 15:05:23.172 -0300|2026-01-26 15:05:23.172 -0300|ativo    |
|822  |27.726    |100   |bonus                |         |2027-01-26 15:06:47.109 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 15:06:47.110 -0300|2026-01-26 15:06:47.110 -0300|ativo    |
|823  |27.727    |50    |pesquisa_subcategoria|104      |2027-01-26 15:09:14.550 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 15:09:14.550 -0300|2026-01-26 15:09:14.550 -0300|ativo    |
|824  |27.727    |55    |pesquisa_produto     |214      |2027-01-26 15:09:14.848 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 15:09:14.848 -0300|2026-01-26 15:09:14.848 -0300|ativo    |
|825  |27.728    |100   |bonus                |         |2027-01-26 15:13:52.358 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 15:13:52.359 -0300|2026-01-26 15:13:52.359 -0300|ativo    |
|826  |27.726    |50    |pesquisa_subcategoria|48       |2027-01-26 15:22:12.163 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 15:22:12.164 -0300|2026-01-26 15:22:12.164 -0300|ativo    |
|827  |27.726    |55    |pesquisa_produto     |178      |2027-01-26 15:22:12.486 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 15:22:12.486 -0300|2026-01-26 15:22:12.486 -0300|ativo    |
|828  |27.726    |50    |bonus                |         |2027-01-26 15:22:24.839 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 15:22:24.839 -0300|2026-01-26 15:22:24.839 -0300|ativo    |
|829  |27.729    |100   |bonus                |         |2027-01-26 15:27:00.082 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 15:27:00.082 -0300|2026-01-26 15:27:00.082 -0300|ativo    |
|830  |27.730    |100   |bonus                |         |2027-01-26 15:35:25.904 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 15:35:25.904 -0300|2026-01-26 15:35:25.904 -0300|ativo    |
|831  |27.732    |100   |bonus                |         |2027-01-26 16:37:04.721 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 16:37:04.721 -0300|2026-01-26 16:37:04.721 -0300|ativo    |
|832  |27.732    |50    |pesquisa_subcategoria|196      |2027-01-26 16:42:05.748 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 16:42:05.748 -0300|2026-01-26 16:42:05.748 -0300|ativo    |
|833  |27.732    |55    |pesquisa_produto     |114      |2027-01-26 16:42:05.979 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 16:42:05.979 -0300|2026-01-26 16:42:05.979 -0300|ativo    |
|834  |27.732    |50    |bonus                |         |2027-01-26 16:42:32.978 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 16:42:32.978 -0300|2026-01-26 16:42:32.978 -0300|ativo    |
|835  |27.733    |100   |bonus                |         |2027-01-26 17:07:42.205 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 17:07:42.205 -0300|2026-01-26 17:07:42.205 -0300|ativo    |
|836  |27.734    |100   |bonus                |         |2027-01-26 17:15:10.120 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 17:15:10.121 -0300|2026-01-26 17:15:10.121 -0300|ativo    |
|837  |27.733    |50    |pesquisa_subcategoria|29       |2027-01-26 17:16:04.192 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 17:16:04.192 -0300|2026-01-26 17:16:04.192 -0300|ativo    |
|838  |27.733    |55    |pesquisa_produto     |42       |2027-01-26 17:16:04.443 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 17:16:04.443 -0300|2026-01-26 17:16:04.443 -0300|ativo    |
|839  |27.733    |50    |bonus                |         |2027-01-26 17:16:42.260 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 17:16:42.260 -0300|2026-01-26 17:16:42.260 -0300|ativo    |
|840  |27.737    |100   |bonus                |         |2027-01-26 17:23:20.455 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 17:23:20.455 -0300|2026-01-26 17:23:20.455 -0300|ativo    |
|841  |27.733    |50    |pesquisa_subcategoria|104      |2027-01-26 17:23:56.015 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 17:23:56.015 -0300|2026-01-26 17:23:56.015 -0300|ativo    |
|842  |27.733    |55    |pesquisa_produto     |214      |2027-01-26 17:23:56.265 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 17:23:56.265 -0300|2026-01-26 17:23:56.265 -0300|ativo    |
|843  |27.733    |50    |bonus                |         |2027-01-26 17:25:04.194 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 17:25:04.195 -0300|2026-01-26 17:25:04.195 -0300|ativo    |
|844  |27.737    |50    |pesquisa_subcategoria|307      |2027-01-26 17:30:11.877 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 17:30:11.877 -0300|2026-01-26 17:30:11.877 -0300|ativo    |
|845  |27.737    |55    |pesquisa_produto     |205      |2027-01-26 17:30:12.102 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 17:30:12.102 -0300|2026-01-26 17:30:12.102 -0300|ativo    |
|846  |27.738    |100   |bonus                |         |2027-01-26 17:33:47.680 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 17:33:47.680 -0300|2026-01-26 17:33:47.680 -0300|ativo    |
|847  |27.739    |100   |bonus                |         |2027-01-26 17:37:26.166 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 17:37:26.167 -0300|2026-01-26 17:37:26.167 -0300|ativo    |
|848  |27.741    |100   |bonus                |         |2027-01-26 17:50:01.597 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 17:50:01.597 -0300|2026-01-26 17:50:01.597 -0300|ativo    |
|849  |27.738    |50    |pesquisa_subcategoria|104      |2027-01-26 17:53:54.030 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 17:53:54.031 -0300|2026-01-26 17:53:54.031 -0300|ativo    |
|850  |27.738    |55    |pesquisa_produto     |214      |2027-01-26 17:53:54.240 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 17:53:54.240 -0300|2026-01-26 17:53:54.240 -0300|ativo    |
|851  |27.738    |50    |bonus                |         |2027-01-26 17:54:18.502 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 17:54:18.502 -0300|2026-01-26 17:54:18.502 -0300|ativo    |
|852  |27.741    |50    |pesquisa_subcategoria|196      |2027-01-26 17:56:05.906 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 17:56:05.906 -0300|2026-01-26 17:56:05.906 -0300|ativo    |
|853  |27.741    |55    |pesquisa_produto     |114      |2027-01-26 17:56:06.121 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 17:56:06.121 -0300|2026-01-26 17:56:06.121 -0300|ativo    |
|854  |27.738    |50    |pesquisa_subcategoria|311      |2027-01-26 18:07:26.134 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 18:07:26.134 -0300|2026-01-26 18:07:26.134 -0300|ativo    |
|855  |27.738    |55    |pesquisa_produto     |70       |2027-01-26 18:07:26.348 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 18:07:26.348 -0300|2026-01-26 18:07:26.348 -0300|ativo    |
|856  |27.738    |50    |bonus                |         |2027-01-26 18:07:51.711 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 18:07:51.711 -0300|2026-01-26 18:07:51.711 -0300|ativo    |
|857  |27.743    |100   |bonus                |         |2027-01-26 18:29:48.491 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 18:29:48.491 -0300|2026-01-26 18:29:48.491 -0300|ativo    |
|858  |27.742    |100   |bonus                |         |2027-01-26 18:29:56.319 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 18:29:56.319 -0300|2026-01-26 18:29:56.319 -0300|ativo    |
|859  |27.743    |50    |pesquisa_subcategoria|311      |2027-01-26 18:33:27.014 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 18:33:27.014 -0300|2026-01-26 18:33:27.014 -0300|ativo    |
|860  |27.743    |55    |pesquisa_produto     |70       |2027-01-26 18:33:27.321 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 18:33:27.321 -0300|2026-01-26 18:33:27.321 -0300|ativo    |
|861  |27.745    |100   |bonus                |         |2027-01-26 19:06:15.728 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 19:06:15.728 -0300|2026-01-26 19:06:15.728 -0300|ativo    |
|862  |27.745    |50    |pesquisa_subcategoria|217      |2027-01-26 19:14:44.551 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 19:14:44.551 -0300|2026-01-26 19:14:44.551 -0300|ativo    |
|863  |27.745    |55    |pesquisa_produto     |243      |2027-01-26 19:14:44.902 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 19:14:44.902 -0300|2026-01-26 19:14:44.902 -0300|ativo    |
