|id |id_usuario|id_pesquisa_produto|id_pesquisa_subcategoria|id_resposta_pesquisa|id_produto|comentario                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |createdAt                    |updatedAt                    |deletedAt|
|137|27.718    |                   |104                     |                    |3.028     |É um produto que não compraria                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |2026-01-26 13:48:55.390 -0300|2026-01-26 13:48:55.390 -0300|         |
|138|27.719    |                   |194                     |                    |3.284     |Foi bom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |2026-01-26 14:03:05.545 -0300|2026-01-26 14:03:05.545 -0300|         |
|139|27.726    |                   |48                      |                    |3.318     |Não                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 15:22:24.826 -0300|2026-01-26 15:22:24.826 -0300|         |
|140|27.732    |                   |196                     |                    |2.454     |gosto do produto acho pratico e saudavel                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |2026-01-26 16:42:32.971 -0300|2026-01-26 16:42:32.971 -0300|         |
|141|27.733    |                   |29                      |                    |4.397     |Precisa  diminuir  na quantidade  de açúcar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |2026-01-26 17:16:42.254 -0300|2026-01-26 17:16:42.254 -0300|         |
|142|27.733    |                   |104                     |                    |3.028     |Porque  prefiro  mais pêssego  do que abacaxi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2026-01-26 17:25:04.188 -0300|2026-01-26 17:25:04.188 -0300|         |
|143|27.738    |                   |104                     |                    |3.028     |um produto bom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |2026-01-26 17:54:18.498 -0300|2026-01-26 17:54:18.498 -0300|         |
|144|27.738    |                   |311                     |                    |5.945     |ter mais sabores                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |2026-01-26 18:07:51.704 -0300|2026-01-26 18:07:51.704 -0300|         |
|145|27.617    |                   |147                     |                    |5.802     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-26 19:52:19.716 -0300|2026-01-26 19:52:19.716 -0300|         |
|146|27.617    |205                |                        |                    |3.282     |Adorei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2026-01-26 19:53:48.246 -0300|2026-01-26 19:53:48.246 -0300|         |
|147|27.749    |                   |104                     |                    |3.028     |Não                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 20:03:46.530 -0300|2026-01-26 20:03:46.530 -0300|         |
|148|27.749    |                   |192                     |                    |3.592     |Nao                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 20:21:53.218 -0300|2026-01-26 20:21:53.218 -0300|         |
|149|27.749    |                   |251                     |                    |3.404     |Não                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 20:35:00.951 -0300|2026-01-26 20:35:00.951 -0300|         |
|150|27.749    |                   |311                     |                    |5.945     |Nao                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 21:01:50.463 -0300|2026-01-26 21:01:50.463 -0300|         |
|151|27.749    |                   |29                      |                    |2.372     |Não                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 21:07:36.293 -0300|2026-01-26 21:07:36.293 -0300|         |
|152|27.749    |                   |30                      |                    |6.289     |Não                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 21:13:16.274 -0300|2026-01-26 21:13:16.274 -0300|         |
|153|27.761    |                   |104                     |                    |3.028     |Gostei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2026-01-26 22:32:28.767 -0300|2026-01-26 22:32:28.767 -0300|         |
|154|27.617    |114                |                        |                    |2.449     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-26 22:46:35.141 -0300|2026-01-26 22:46:35.141 -0300|         |
|155|27.617    |187                |                        |                    |6.289     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-26 22:47:47.929 -0300|2026-01-26 22:47:47.929 -0300|         |
|156|27.617    |                   |207                     |                    |5.803     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-26 22:49:12.693 -0300|2026-01-26 22:49:12.693 -0300|         |
|157|27.770    |                   |217                     |                    |4.111     |Muito bom 😊                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |2026-01-27 01:44:07.562 -0300|2026-01-27 01:44:07.562 -0300|         |
|158|27.774    |                   |303                     |                    |2.873     |Produto aprovado                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |2026-01-27 07:35:03.022 -0300|2026-01-27 07:35:03.022 -0300|         |
|159|27.643    |                   |201                     |                    |2.455     |Achei o produto bom,vale o custo beneficio mas precisa melhorar um pouco na minha opniao o gosto residual.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |2026-01-27 07:35:34.727 -0300|2026-01-27 07:35:34.727 -0300|         |
|160|27.778    |                   |286                     |                    |5.514     |Muito bom, recomendo!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |2026-01-27 12:08:26.063 -0300|2026-01-27 12:08:26.063 -0300|         |
|161|27.781    |                   |104                     |                    |3.028     |É muito natural                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |2026-01-27 15:31:20.333 -0300|2026-01-27 15:31:20.333 -0300|         |
|162|27.784    |                   |104                     |                    |3.028     |Posso ganhar amostras                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |2026-01-27 18:09:45.407 -0300|2026-01-27 18:09:45.407 -0300|         |
|163|27.791    |                   |104                     |                    |3.028     |Eu gosto de fazer gelado de abacaxi com esse produto.  Fica muito bom e é prático.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |2026-01-27 21:48:22.205 -0300|2026-01-27 21:48:22.205 -0300|         |
|164|27.791    |                   |311                     |                    |5.945     |Meu marido ama essa bebida e consumir aos fins de semana                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |2026-01-27 21:53:05.221 -0300|2026-01-27 21:53:05.221 -0300|         |
|165|27.791    |                   |29                      |                    |2.372     |É um produto bom.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |2026-01-27 21:57:40.409 -0300|2026-01-27 21:57:40.409 -0300|         |
|166|27.643    |                   |40                      |                    |2.457     |O produto é muito bom,cheiro e sabor agradáveis,compraria novamente.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-28 07:34:47.066 -0300|2026-01-28 07:34:47.066 -0300|         |
|167|27.643    |                   |109                     |                    |2.649     |Maravilhoso.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |2026-01-28 07:40:00.848 -0300|2026-01-28 07:40:00.848 -0300|         |
|168|27.643    |                   |261                     |                    |3.432     |Produto bom,batata é bem crocante e o sabor é ótimo bem temperado.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |2026-01-28 07:44:42.265 -0300|2026-01-28 07:44:42.265 -0300|         |
|169|27.795    |                   |158                     |                    |4.308     |A qualidade do produto é muito boa, sempre crocante, selecionado de maneira criteriosa trazendo sempre ótima experiência!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2026-01-28 12:08:47.496 -0300|2026-01-28 12:08:47.496 -0300|         |
|170|27.799    |                   |300                     |                    |2.629     |Muito bom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2026-01-28 20:34:42.991 -0300|2026-01-28 20:34:42.991 -0300|         |
|171|27.799    |                   |118                     |                    |3.762     |Muito boa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2026-01-28 20:40:49.239 -0300|2026-01-28 20:40:49.239 -0300|         |
|172|27.799    |                   |278                     |                    |4.244     |Amo lacta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2026-01-28 20:45:39.273 -0300|2026-01-28 20:45:39.273 -0300|         |
|173|27.617    |232                |                        |                    |2.489     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-28 23:24:52.808 -0300|2026-01-28 23:24:52.808 -0300|         |
|174|27.617    |                   |68                      |                    |3.713     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-28 23:26:17.897 -0300|2026-01-28 23:26:17.897 -0300|         |
|175|27.617    |200                |                        |                    |3.722     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-29 02:11:56.655 -0300|2026-01-29 02:11:56.655 -0300|         |
